leadid,obsid,ccode,startobs,endobs,year,tenure,tenureyears,tenureend,age,female,LatinAm,Europe,Africa,Asia,MidEast
"A2.5-7012","LES-1994-1",570,17aug1994,14sep1994,1994,29,0,1,48,0,0,0,1,0,0
"A2.5-7015","LES-1994-2",570,14sep1994,31dec1994,1994,109,0,0,75,0,0,0,1,0,0
"A2.5-7009","LES-1993",570,01jan1994,17aug1994,1994,503,1,1,75,0,0,0,1,0,0
"A2.5-7015","LES-1994-2",570,01jan1995,31dec1995,1995,474,1,0,76,0,0,0,1,0,0
"A2.5-7015","LES-1994-2",570,01jan1996,31dec1996,1996,840,2,0,77,0,0,0,1,0,0
"A2.5-7015","LES-1994-2",570,01jan1997,31dec1997,1997,1205,3,0,78,0,0,0,1,0,0
"A2.5-7015","LES-1994-2",570,01jan1998,29may1998,1998,1354,4,1,79,0,0,0,1,0,0
"A2.5-7018","LES-1998",570,29may1998,31dec1998,1998,217,1,0,53,0,0,0,1,0,0
"A2.5-7018","LES-1998",570,01jan1999,31dec1999,1999,582,2,0,54,0,0,0,1,0,0
"A2.5-7018","LES-1998",570,01jan2000,31dec2000,2000,948,3,0,55,0,0,0,1,0,0
"A2.5-7018","LES-1998",570,01jan2001,31dec2001,2001,1313,4,0,56,0,0,0,1,0,0
"A2.5-7018","LES-1998",570,01jan2002,31dec2002,2002,1678,5,0,57,0,0,0,1,0,0
"A2.5-7018","LES-1998",570,01jan2003,31dec2003,2003,2043,6,0,58,0,0,0,1,0,0
"A2.5-7018","LES-1998",570,01jan2004,31dec2004,2004,2409,7,1,59,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,30sep1966,31dec1966,1966,93,0,0,45,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1967,31dec1967,1967,458,1,0,46,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1968,31dec1968,1968,824,2,0,47,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1969,31dec1969,1969,1189,3,0,48,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1970,31dec1970,1970,1554,4,0,49,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1971,31dec1971,1971,1919,5,0,50,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1972,31dec1972,1972,2285,6,0,51,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1973,31dec1973,1973,2650,7,0,52,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1974,31dec1974,1974,3015,8,0,53,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1975,31dec1975,1975,3380,9,0,54,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1976,31dec1976,1976,3746,10,0,55,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1977,31dec1977,1977,4111,11,0,56,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1978,31dec1978,1978,4476,12,0,57,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1979,31dec1979,1979,4841,13,0,58,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,13jul1980,31dec1980,1980,172,0,0,55,0,0,0,1,0,0
"A2.5-7021","BOT-1966",571,01jan1980,13jul1980,1980,5036,14,1,59,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1981,31dec1981,1981,537,1,0,56,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1982,31dec1982,1982,902,2,0,57,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1983,31dec1983,1983,1267,3,0,58,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1984,31dec1984,1984,1633,4,0,59,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1985,31dec1985,1985,1998,5,0,60,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1986,31dec1986,1986,2363,6,0,61,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1987,31dec1987,1987,2728,7,0,62,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1988,31dec1988,1988,3094,8,0,63,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1989,31dec1989,1989,3459,9,0,64,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1990,31dec1990,1990,3824,10,0,65,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1991,31dec1991,1991,4189,11,0,66,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1992,31dec1992,1992,4555,12,0,67,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1993,31dec1993,1993,4920,13,0,68,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1994,31dec1994,1994,5285,14,0,69,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1995,31dec1995,1995,5650,15,0,70,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1996,31dec1996,1996,6016,16,0,71,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1997,31dec1997,1997,6381,17,0,72,0,0,0,1,0,0
"A2.5-7027","BOT-1998",571,31mar1998,31dec1998,1998,276,1,0,59,0,0,0,1,0,0
"A2.5-7024","BOT-1980",571,01jan1998,31mar1998,1998,6471,18,1,73,0,0,0,1,0,0
"A2.5-7027","BOT-1998",571,01jan1999,31dec1999,1999,641,2,0,60,0,0,0,1,0,0
"A2.5-7027","BOT-1998",571,01jan2000,31dec2000,2000,1007,3,0,61,0,0,0,1,0,0
"A2.5-7027","BOT-1998",571,01jan2001,31dec2001,2001,1372,4,0,62,0,0,0,1,0,0
"A2.5-7027","BOT-1998",571,01jan2002,31dec2002,2002,1737,5,0,63,0,0,0,1,0,0
"A2.5-7027","BOT-1998",571,01jan2003,31dec2003,2003,2102,6,0,64,0,0,0,1,0,0
"A2.5-7027","BOT-1998",571,01jan2004,31dec2004,2004,2468,7,1,65,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,06sep1968,31dec1968,1968,117,0,0,69,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1969,31dec1969,1969,482,1,0,70,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1970,31dec1970,1970,847,2,0,71,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1971,31dec1971,1971,1212,3,0,72,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1972,31dec1972,1972,1578,4,0,73,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1973,31dec1973,1973,1943,5,0,74,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1974,31dec1974,1974,2308,6,0,75,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1975,31dec1975,1975,2673,7,0,76,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1976,31dec1976,1976,3039,8,0,77,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1977,31dec1977,1977,3404,9,0,78,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1978,31dec1978,1978,3769,10,0,79,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1979,31dec1979,1979,4134,11,0,80,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1980,31dec1980,1980,4500,12,0,81,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1981,31dec1981,1981,4865,13,0,82,0,0,0,1,0,0
"A2.5-7030","SWA-1968",572,01jan1982,21aug1982,1982,5098,14,1,83,0,0,0,1,0,0
"A2.5-7033","SWA-1982",572,21aug1982,31dec1982,1982,133,0,0,55,0,0,0,1,0,0
"A2.5-7033","SWA-1982",572,01jan1983,10aug1983,1983,355,1,1,56,0,0,0,1,0,0
"A2.5-7036","SWA-1983",572,10aug1983,31dec1983,1983,144,0,0,33,0,0,0,1,0,0
"A2.5-7036","SWA-1983",572,01jan1984,31dec1984,1984,510,1,0,34,0,0,0,1,0,0
"A2.5-7036","SWA-1983",572,01jan1985,31dec1985,1985,875,2,0,35,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,25apr1986,31dec1986,1986,251,1,0,18,0,0,0,1,0,0
"A2.5-7036","SWA-1983",572,01jan1986,25apr1986,1986,990,3,1,36,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1987,31dec1987,1987,616,2,0,19,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1988,31dec1988,1988,982,3,0,20,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1989,31dec1989,1989,1347,4,0,21,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1990,31dec1990,1990,1712,5,0,22,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1991,31dec1991,1991,2077,6,0,23,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1992,31dec1992,1992,2443,7,0,24,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1993,31dec1993,1993,2808,8,0,25,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1994,31dec1994,1994,3173,9,0,26,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1995,31dec1995,1995,3538,10,0,27,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1996,31dec1996,1996,3904,11,0,28,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1997,31dec1997,1997,4269,12,0,29,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1998,31dec1998,1998,4634,13,0,30,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan1999,31dec1999,1999,4999,14,0,31,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan2000,31dec2000,2000,5365,15,0,32,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan2001,31dec2001,2001,5730,16,0,33,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan2002,31dec2002,2002,6095,17,0,34,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan2003,31dec2003,2003,6460,18,0,35,0,0,0,1,0,0
"A2.5-7039","SWA-1986",572,01jan2004,31dec2004,2004,6826,19,1,36,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,15jul1864,31dec1864,1864,170,0,0,36,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1865,31dec1865,1865,535,1,0,37,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1866,31dec1866,1866,900,2,0,38,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1867,31dec1867,1867,1265,3,0,39,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1868,31dec1868,1868,1631,4,0,40,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1869,31dec1869,1869,1996,5,0,41,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1870,31dec1870,1870,2361,6,0,42,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1871,31dec1871,1871,2726,7,0,43,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1872,31dec1872,1872,3092,8,0,44,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1873,31dec1873,1873,3457,9,0,45,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1874,31dec1874,1874,3822,10,0,46,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1875,31dec1875,1875,4187,11,0,47,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1876,31dec1876,1876,4553,12,0,48,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1877,31dec1877,1877,4918,13,0,49,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1878,31dec1878,1878,5283,14,0,50,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1879,31dec1879,1879,5648,15,0,51,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1880,31dec1880,1880,6014,16,0,52,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1881,31dec1881,1881,6379,17,0,53,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1882,31dec1882,1882,6744,18,0,54,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1883,31dec1883,1883,7109,19,0,55,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1884,31dec1884,1884,7475,20,0,56,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1885,31dec1885,1885,7840,21,0,57,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1886,31dec1886,1886,8205,22,0,58,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1887,31dec1887,1887,8570,23,0,59,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1888,31dec1888,1888,8936,24,0,60,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1889,31dec1889,1889,9301,25,0,61,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1890,31dec1890,1890,9666,26,0,62,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1891,31dec1891,1891,10031,27,0,63,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1892,31dec1892,1892,10397,28,0,64,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1893,31dec1893,1893,10762,29,0,65,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1894,31dec1894,1894,11127,30,0,66,0,0,0,1,0,0
"A2.5-7042","MAG-1864",580,01jan1895,30sep1895,1895,11400,31,1,67,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,26jun1960,31dec1960,1960,189,1,0,50,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1961,31dec1961,1961,554,2,0,51,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1962,31dec1962,1962,919,3,0,52,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1963,31dec1963,1963,1284,4,0,53,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1964,31dec1964,1964,1650,5,0,54,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1965,31dec1965,1965,2015,6,0,55,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1966,31dec1966,1966,2380,7,0,56,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1967,31dec1967,1967,2745,8,0,57,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1968,31dec1968,1968,3111,9,0,58,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1969,31dec1969,1969,3476,10,0,59,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1970,31dec1970,1970,3841,11,0,60,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1971,31dec1971,1971,4206,12,0,61,0,0,0,1,0,0
"A2.5-7048","MAG-1972",580,12oct1972,31dec1972,1972,81,0,0,66,0,0,0,1,0,0
"A2.5-7045","MAG-1960",580,01jan1972,08oct1972,1972,4488,12,1,62,0,0,0,1,0,0
"A2.5-7048","MAG-1972",580,01jan1973,31dec1973,1973,446,1,0,67,0,0,0,1,0,0
"A2.5-7048","MAG-1972",580,01jan1974,31dec1974,1974,811,2,0,68,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,15jun1975,31dec1975,1975,200,1,0,39,0,0,0,1,0,0
"A2.5-7048","MAG-1972",580,01jan1975,05feb1975,1975,847,2,1,69,0,0,0,1,0,0
"A2.5-7051","MAG-1975-1",580,05feb1975,11feb1975,1975,7,0,1,44,0,0,0,1,0,0
"A2.5-7054","MAG-1975-2",580,11feb1975,15jun1975,1975,125,0,1,56,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1976,31dec1976,1976,566,2,0,40,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1977,31dec1977,1977,931,3,0,41,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1978,31dec1978,1978,1296,4,0,42,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1979,31dec1979,1979,1661,5,0,43,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1980,31dec1980,1980,2027,6,0,44,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1981,31dec1981,1981,2392,7,0,45,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1982,31dec1982,1982,2757,8,0,46,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1983,31dec1983,1983,3122,9,0,47,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1984,31dec1984,1984,3488,10,0,48,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1985,31dec1985,1985,3853,11,0,49,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1986,31dec1986,1986,4218,12,0,50,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1987,31dec1987,1987,4583,13,0,51,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1988,31dec1988,1988,4949,14,0,52,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1989,31dec1989,1989,5314,15,0,53,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1990,31dec1990,1990,5679,16,0,54,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1991,31dec1991,1991,6044,17,0,55,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1992,31dec1992,1992,6410,18,0,56,0,0,0,1,0,0
"A2.5-7060","MAG-1993",580,27mar1993,31dec1993,1993,280,1,0,66,0,0,0,1,0,0
"A2.5-7057","MAG-1975-3",580,01jan1993,27mar1993,1993,6496,18,1,57,0,0,0,1,0,0
"A2.5-7060","MAG-1993",580,01jan1994,31dec1994,1994,645,2,0,67,0,0,0,1,0,0
"A2.5-7060","MAG-1993",580,01jan1995,31dec1995,1995,1010,3,0,68,0,0,0,1,0,0
"A2.5-7063","MAG-1996",580,05sep1996,31dec1996,1996,118,0,0,58,0,0,0,1,0,0
"A2.5-7060","MAG-1993",580,01jan1996,05sep1996,1996,1259,3,1,69,0,0,0,1,0,0
"A2.5-7066","MAG-1997",580,09feb1997,31dec1997,1997,326,1,0,61,0,0,0,1,0,0
"A2.5-7063","MAG-1996",580,01jan1997,09feb1997,1997,158,0,1,59,0,0,0,1,0,0
"A2.5-7066","MAG-1997",580,01jan1998,31dec1998,1998,691,2,0,62,0,0,0,1,0,0
"A2.5-7066","MAG-1997",580,01jan1999,31dec1999,1999,1056,3,0,63,0,0,0,1,0,0
"A2.5-7066","MAG-1997",580,01jan2000,31dec2000,2000,1422,4,0,64,0,0,0,1,0,0
"A2.5-7066","MAG-1997",580,01jan2001,31dec2001,2001,1787,5,0,65,0,0,0,1,0,0
"A2.5-7069","MAG-2002",580,06jul2002,31dec2002,2002,179,0,0,53,0,0,0,1,0,0
"A2.5-7066","MAG-1997",580,01jan2002,06jul2002,2002,1974,5,1,66,0,0,0,1,0,0
"A2.5-7069","MAG-2002",580,01jan2003,31dec2003,2003,544,1,0,54,0,0,0,1,0,0
"A2.5-7069","MAG-2002",580,01jan2004,31dec2004,2004,910,2,1,55,0,0,0,1,0,0
"A2.5-7072","COM-1975-1",581,06jul1975,03aug1975,1975,29,0,1,56,0,0,0,1,0,0
"A2.5-7075","COM-1975-2",581,03aug1975,31dec1975,1975,151,0,0,38,0,0,0,1,0,0
"A2.5-7075","COM-1975-2",581,01jan1976,31dec1976,1976,517,1,0,39,0,0,0,1,0,0
"A2.5-7075","COM-1975-2",581,01jan1977,31dec1977,1977,882,2,0,40,0,0,0,1,0,0
"A2.5-7078","COM-1978-1",581,13may1978,21may1978,1978,9,0,1,,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,21may1978,31dec1978,1978,225,1,0,59,0,0,0,1,0,0
"A2.5-7075","COM-1975-2",581,01jan1978,13may1978,1978,1015,3,1,41,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1979,31dec1979,1979,590,2,0,60,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1980,31dec1980,1980,956,3,0,61,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1981,31dec1981,1981,1321,4,0,62,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1982,31dec1982,1982,1686,5,0,63,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1983,31dec1983,1983,2051,6,0,64,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1984,31dec1984,1984,2417,7,0,65,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1985,31dec1985,1985,2782,8,0,66,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1986,31dec1986,1986,3147,9,0,67,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1987,31dec1987,1987,3512,10,0,68,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1988,31dec1988,1988,3878,11,0,69,0,0,0,1,0,0
"A2.5-7081","COM-1978-2",581,01jan1989,26nov1989,1989,4208,12,1,70,0,0,0,1,0,0
"A2.5-7084","COM-1989",581,26nov1989,31dec1989,1989,36,0,0,71,0,0,0,1,0,0
"A2.5-7084","COM-1989",581,01jan1990,31dec1990,1990,401,1,0,72,0,0,0,1,0,0
"A2.5-7084","COM-1989",581,01jan1991,31dec1991,1991,766,2,0,73,0,0,0,1,0,0
"A2.5-7084","COM-1989",581,01jan1992,31dec1992,1992,1132,3,0,74,0,0,0,1,0,0
"A2.5-7084","COM-1989",581,01jan1993,31dec1993,1993,1497,4,0,75,0,0,0,1,0,0
"A2.5-7084","COM-1989",581,01jan1994,31dec1994,1994,1862,5,0,76,0,0,0,1,0,0
"A2.5-7084","COM-1989",581,01jan1995,29sep1995,1995,2134,6,1,77,0,0,0,1,0,0
"A2.5-7090","COM-1995-2",581,02oct1995,05oct1995,1995,4,0,1,59,0,0,0,1,0,0
"A2.5-7093","COM-1995-3",581,05oct1995,31dec1995,1995,88,0,0,47,0,0,0,1,0,0
"A2.5-7087","COM-1995-1",581,29sep1995,02oct1995,1995,4,0,1,,0,0,0,1,0,0
"A2.5-7099","COM-1996-2",581,25mar1996,31dec1996,1996,282,1,0,60,0,0,0,1,0,0
"A2.5-7093","COM-1995-3",581,01jan1996,26jan1996,1996,114,0,1,48,0,0,0,1,0,0
"A2.5-7096","COM-1996-1",581,26jan1996,25mar1996,1996,60,0,1,78,0,0,0,1,0,0
"A2.5-7099","COM-1996-2",581,01jan1997,31dec1997,1997,647,2,0,61,0,0,0,1,0,0
"A2.5-7102","COM-1998",581,06nov1998,31dec1998,1998,56,0,0,65,0,0,0,1,0,0
"A2.5-7099","COM-1996-2",581,01jan1998,06nov1998,1998,957,3,1,62,0,0,0,1,0,0
"A2.5-7105","COM-1999",581,30apr1999,31dec1999,1999,246,1,0,40,0,0,0,1,0,0
"A2.5-7102","COM-1998",581,01jan1999,30apr1999,1999,176,0,1,66,0,0,0,1,0,0
"A2.5-7105","COM-1999",581,01jan2000,31dec2000,2000,612,2,0,41,0,0,0,1,0,0
"A2.5-7105","COM-1999",581,01jan2001,31dec2001,2001,977,3,0,42,0,0,0,1,0,0
"A2.5-7111","COM-2002-2",581,27may2002,31dec2002,2002,219,1,0,43,0,0,0,1,0,0
"A2.5-7108","COM-2002-1",581,22jan2002,26may2002,2002,125,0,1,37,0,0,0,1,0,0
"A2.5-7105","COM-1999",581,01jan2002,21jan2002,2002,998,3,1,43,0,0,0,1,0,0
"A2.5-7111","COM-2002-2",581,01jan2003,31dec2003,2003,584,2,0,44,0,0,0,1,0,0
"A2.5-7111","COM-2002-2",581,01jan2004,31dec2004,2004,950,3,1,45,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,12mar1968,31dec1968,1968,295,1,0,68,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1969,31dec1969,1969,660,2,0,69,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1970,31dec1970,1970,1025,3,0,70,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1971,31dec1971,1971,1390,4,0,71,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1972,31dec1972,1972,1756,5,0,72,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1973,31dec1973,1973,2121,6,0,73,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1974,31dec1974,1974,2486,7,0,74,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1975,31dec1975,1975,2851,8,0,75,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1976,31dec1976,1976,3217,9,0,76,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1977,31dec1977,1977,3582,10,0,77,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1978,31dec1978,1978,3947,11,0,78,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1979,31dec1979,1979,4312,12,0,79,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1980,31dec1980,1980,4678,13,0,80,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1981,31dec1981,1981,5043,14,0,81,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,16jun1982,31dec1982,1982,199,1,0,52,0,0,0,1,0,0
"A2.5-7114","MAS-1968",590,01jan1982,16jun1982,1982,5210,14,1,82,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1983,31dec1983,1983,564,2,0,53,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1984,31dec1984,1984,930,3,0,54,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1985,31dec1985,1985,1295,4,0,55,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1986,31dec1986,1986,1660,5,0,56,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1987,31dec1987,1987,2025,6,0,57,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1988,31dec1988,1988,2391,7,0,58,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1989,31dec1989,1989,2756,8,0,59,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1990,31dec1990,1990,3121,9,0,60,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1991,31dec1991,1991,3486,10,0,61,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1992,31dec1992,1992,3852,11,0,62,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1993,31dec1993,1993,4217,12,0,63,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1994,31dec1994,1994,4582,13,0,64,0,0,0,1,0,0
"A2.5-7117","MAS-1982",590,01jan1995,22dec1995,1995,4938,14,1,65,0,0,0,1,0,0
"A2.5-7120","MAS-1995",590,22dec1995,31dec1995,1995,10,0,0,48,0,0,0,1,0,0
"A2.5-7120","MAS-1995",590,01jan1996,31dec1996,1996,376,1,0,49,0,0,0,1,0,0
"A2.5-7120","MAS-1995",590,01jan1997,31dec1997,1997,741,2,0,50,0,0,0,1,0,0
"A2.5-7120","MAS-1995",590,01jan1998,31dec1998,1998,1106,3,0,51,0,0,0,1,0,0
"A2.5-7120","MAS-1995",590,01jan1999,31dec1999,1999,1471,4,0,52,0,0,0,1,0,0
"A2.5-7120","MAS-1995",590,01jan2000,17sep2000,2000,1732,5,1,53,0,0,0,1,0,0
